index;needs_update;updated;size;true_positive_self;true_negative_self;false_positive_self;false_negative_self;true_positive_eval;true_negative_eval;false_positive_eval;false_negative_eval;
165000;false;false;45;15398;128815;20788;0;305852;3256707;437187;254;
166000;false;false;45;15410;129763;20828;0;305852;3256707;437187;254;
158000;false;false;45;15258;122237;20506;0;305852;3256707;437187;254;
159000;false;false;45;15266;123189;20546;0;305852;3256707;437187;254;
173000;false;false;45;15577;136400;21024;0;305852;3256707;437187;254;
170000;false;false;45;15500;133563;20938;0;305852;3256707;437187;254;
160000;false;false;45;15290;124123;20588;0;305852;3256707;437187;254;
174000;false;false;45;15608;137315;21078;0;305852;3256707;437187;254;
169000;false;false;45;15470;132633;20898;0;305852;3256707;437187;254;
171000;false;false;45;15525;134509;20967;0;305852;3256707;437187;254;
172000;false;false;45;15542;135487;20972;0;305852;3256707;437187;254;
163000;false;false;45;15363;126915;20723;0;305852;3256707;437187;254;
176000;false;false;45;15664;139167;21170;0;305852;3256707;437187;254;
175000;false;false;45;15632;138255;21114;0;305852;3256707;437187;254;
185000;false;false;45;15862;147635;21504;0;305852;3256707;437187;254;
178000;false;false;45;15720;141020;21261;0;305852;3256707;437187;254;
179000;false;false;45;15738;141969;21294;0;305852;3256707;437187;254;
181000;false;false;45;15784;143843;21374;0;305852;3256707;437187;254;
180000;false;false;45;15750;142923;21328;0;305852;3256707;437187;254;
187000;false;false;45;15890;149535;21576;0;305852;3256707;437187;254;
184000;false;false;45;15843;146689;21469;0;305852;3256707;437187;254;
186000;false;false;45;15874;148603;21524;0;305852;3256707;437187;254;
190000;false;false;45;15956;152359;21686;0;305852;3256707;437187;254;
191000;false;false;45;15970;153299;21732;0;305852;3256707;437187;254;
182000;false;false;45;15804;144784;21413;0;305852;3256707;437187;254;
188000;false;false;45;15906;150469;21626;0;305852;3256707;437187;254;
189000;false;false;45;15928;151421;21652;0;305852;3256707;437187;254;
199000;false;false;45;16120;160817;22064;0;305852;3256707;437187;254;
183000;false;false;45;15814;145761;21426;0;305852;3256707;437187;254;
195000;false;false;45;16046;157077;21878;0;305852;3256707;437187;254;
177000;false;false;45;15694;140077;21230;0;305852;3256707;437187;254;
194000;false;false;45;16018;156159;21824;0;305852;3256707;437187;254;
192000;false;false;45;15992;154228;21781;0;305852;3256707;437187;254;
193000;false;false;45;16011;155175;21815;0;305852;3256707;437187;254;
198000;false;false;45;16102;159876;22023;0;305852;3256707;437187;254;
196000;false;false;45;16069;157986;21946;0;305852;3256707;437187;254;
197000;false;false;45;16095;158941;21965;0;305852;3256707;437187;254;
